filename,beta,gamma,sim_id,num_rows,max_time,generated_at
b0.10_g0.20_sim35.csv,0.1,0.2,35,37,36.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim36.csv,0.1,0.2,36,29,28.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim37.csv,0.1,0.2,37,29,28.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim38.csv,0.1,0.2,38,31,30.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim39.csv,0.1,0.2,39,24,23.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim40.csv,0.1,0.2,40,33,32.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim41.csv,0.1,0.2,41,33,32.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim42.csv,0.1,0.2,42,18,17.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim43.csv,0.1,0.2,43,27,26.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim44.csv,0.1,0.2,44,17,16.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim45.csv,0.1,0.2,45,28,27.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim46.csv,0.1,0.2,46,32,31.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim47.csv,0.1,0.2,47,29,28.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim48.csv,0.1,0.2,48,35,34.0,2025-04-07T21:22:44.761847
b0.10_g0.20_sim49.csv,0.1,0.2,49,24,23.0,2025-04-07T21:22:44.761847
b0.10_g0.30_sim0.csv,0.1,0.30000000000000004,0,15,14.0,2025-04-07T21:22:44.761847
b0.10_g0.30_sim1.csv,0.1,0.30000000000000004,1,13,12.0,2025-04-07T21:22:44.761847
b0.10_g0.30_sim2.csv,0.1,0.30000000000000004,2,14,13.0,2025-04-07T21:22:44.761847
b0.10_g0.30_sim3.csv,0.1,0.30000000000000004,3,22,21.0,2025-04-07T21:22:44.761847
b0.10_g0.30_sim4.csv,0.1,0.30000000000000004,4,16,15.0,2025-04-07T21:22:44.761847
b0.10_g0.30_sim5.csv,0.1,0.30000000000000004,5,20,19.0,2025-04-07T21:22:44.761847
b0.10_g0.30_sim6.csv,0.1,0.30000000000000004,6,46,45.0,2025-04-07T21:22:44.761847
b0.10_g0.30_sim7.csv,0.1,0.30000000000000004,7,19,18.0,2025-04-07T21:22:44.761847
b0.10_g0.30_sim8.csv,0.1,0.30000000000000004,8,13,12.0,2025-04-07T21:22:44.761847
b0.10_g0.30_sim9.csv,0.1,0.30000000000000004,9,15,14.0,2025-04-07T21:22:44.761847
