time,S,I,R
0.0,95,5,0
1.0,0,87,13
2.0,0,74,26
3.0,0,63,37
4.0,0,59,41
5.0,0,52,48
6.0,0,48,52
7.0,0,42,58
8.0,0,36,64
9.0,0,34,66
10.0,0,34,66
11.0,0,30,70
12.0,0,29,71
13.0,0,25,75
14.0,0,24,76
15.0,0,23,77
16.0,0,19,81
17.0,0,18,82
18.0,0,18,82
19.0,0,13,87
20.0,0,11,89
21.0,0,10,90
22.0,0,10,90
23.0,0,9,91
24.0,0,8,92
25.0,0,7,93
26.0,0,6,94
27.0,0,6,94
28.0,0,6,94
29.0,0,6,94
30.0,0,5,95
31.0,0,5,95
32.0,0,4,96
33.0,0,4,96
34.0,0,4,96
35.0,0,3,97
36.0,0,3,97
37.0,0,3,97
38.0,0,3,97
39.0,0,2,98
40.0,0,2,98
41.0,0,1,99
42.0,0,0,100
