time,S,I,R
0.0,95,5,0
1.0,0,88,12
2.0,0,79,21
3.0,0,70,30
4.0,0,62,38
5.0,0,52,48
6.0,0,49,51
7.0,0,41,59
8.0,0,36,64
9.0,0,32,68
10.0,0,28,72
11.0,0,27,73
12.0,0,26,74
13.0,0,25,75
14.0,0,20,80
15.0,0,18,82
16.0,0,17,83
17.0,0,16,84
18.0,0,15,85
19.0,0,13,87
20.0,0,11,89
21.0,0,11,89
22.0,0,7,93
23.0,0,6,94
24.0,0,5,95
25.0,0,5,95
26.0,0,4,96
27.0,0,3,97
28.0,0,3,97
29.0,0,2,98
30.0,0,2,98
31.0,0,1,99
32.0,0,1,99
33.0,0,1,99
34.0,0,1,99
35.0,0,1,99
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,1,99
40.0,0,1,99
41.0,0,1,99
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
52.0,0,0,100
