time,S,I,R
0.0,95,5,0
1.0,0,90,10
2.0,0,84,16
3.0,0,77,23
4.0,0,73,27
5.0,0,68,32
6.0,0,62,38
7.0,0,57,43
8.0,0,51,49
9.0,0,47,53
10.0,0,41,59
11.0,0,39,61
12.0,0,37,63
13.0,0,32,68
14.0,0,27,73
15.0,0,25,75
16.0,0,23,77
17.0,0,21,79
18.0,0,20,80
19.0,0,15,85
20.0,0,13,87
21.0,0,10,90
22.0,0,8,92
23.0,0,8,92
24.0,0,8,92
25.0,0,7,93
26.0,0,7,93
27.0,0,7,93
28.0,0,7,93
29.0,0,6,94
30.0,0,5,95
31.0,0,5,95
32.0,0,5,95
33.0,0,5,95
34.0,0,5,95
35.0,0,5,95
36.0,0,4,96
37.0,0,4,96
38.0,0,4,96
39.0,0,4,96
40.0,0,3,97
41.0,0,3,97
42.0,0,3,97
43.0,0,2,98
44.0,0,2,98
45.0,0,2,98
46.0,0,1,99
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
