time,S,I,R
0.0,95,5,0
1.0,0,88,12
2.0,0,77,23
3.0,0,69,31
4.0,0,61,39
5.0,0,55,45
6.0,0,50,50
7.0,0,44,56
8.0,0,39,61
9.0,0,34,66
10.0,0,33,67
11.0,0,31,69
12.0,0,31,69
13.0,0,28,72
14.0,0,27,73
15.0,0,26,74
16.0,0,26,74
17.0,0,22,78
18.0,0,19,81
19.0,0,18,82
20.0,0,14,86
21.0,0,13,87
22.0,0,13,87
23.0,0,11,89
24.0,0,7,93
25.0,0,5,95
26.0,0,4,96
27.0,0,1,99
28.0,0,1,99
29.0,0,1,99
30.0,0,1,99
31.0,0,1,99
32.0,0,1,99
33.0,0,1,99
34.0,0,1,99
35.0,0,1,99
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
