time,S,I,R
0.0,95,5,0
1.0,0,88,12
2.0,0,82,18
3.0,0,75,25
4.0,0,68,32
5.0,0,64,36
6.0,0,58,42
7.0,0,49,51
8.0,0,46,54
9.0,0,44,56
10.0,0,39,61
11.0,0,38,62
12.0,0,32,68
13.0,0,31,69
14.0,0,28,72
15.0,0,27,73
16.0,0,21,79
17.0,0,17,83
18.0,0,15,85
19.0,0,15,85
20.0,0,14,86
21.0,0,14,86
22.0,0,14,86
23.0,0,12,88
24.0,0,12,88
25.0,0,11,89
26.0,0,10,90
27.0,0,9,91
28.0,0,8,92
29.0,0,8,92
30.0,0,8,92
31.0,0,6,94
32.0,0,6,94
33.0,0,5,95
34.0,0,5,95
35.0,0,4,96
36.0,0,4,96
37.0,0,4,96
38.0,0,3,97
39.0,0,3,97
40.0,0,3,97
41.0,0,2,98
42.0,0,1,99
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
