time,S,I,R
0.0,95,5,0
1.0,0,94,6
2.0,0,90,10
3.0,0,86,14
4.0,0,79,21
5.0,0,72,28
6.0,0,61,39
7.0,0,53,47
8.0,0,47,53
9.0,0,38,62
10.0,0,36,64
11.0,0,34,66
12.0,0,31,69
13.0,0,28,72
14.0,0,27,73
15.0,0,24,76
16.0,0,22,78
17.0,0,22,78
18.0,0,22,78
19.0,0,19,81
20.0,0,18,82
21.0,0,17,83
22.0,0,15,85
23.0,0,13,87
24.0,0,12,88
25.0,0,10,90
26.0,0,8,92
27.0,0,7,93
28.0,0,7,93
29.0,0,7,93
30.0,0,6,94
31.0,0,6,94
32.0,0,5,95
33.0,0,4,96
34.0,0,4,96
35.0,0,4,96
36.0,0,4,96
37.0,0,3,97
38.0,0,3,97
39.0,0,3,97
40.0,0,3,97
41.0,0,3,97
42.0,0,3,97
43.0,0,2,98
44.0,0,1,99
45.0,0,0,100
