time,S,I,R
0.0,95,5,0
1.0,0,90,10
2.0,0,77,23
3.0,0,71,29
4.0,0,61,39
5.0,0,57,43
6.0,0,51,49
7.0,0,44,56
8.0,0,39,61
9.0,0,34,66
10.0,0,32,68
11.0,0,25,75
12.0,0,22,78
13.0,0,19,81
14.0,0,17,83
15.0,0,15,85
16.0,0,14,86
17.0,0,11,89
18.0,0,9,91
19.0,0,9,91
20.0,0,9,91
21.0,0,9,91
22.0,0,9,91
23.0,0,5,95
24.0,0,5,95
25.0,0,4,96
26.0,0,4,96
27.0,0,2,98
28.0,0,2,98
29.0,0,2,98
30.0,0,2,98
31.0,0,2,98
32.0,0,1,99
33.0,0,1,99
34.0,0,1,99
35.0,0,1,99
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
