time,S,I,R
0.0,95,5,0
1.0,0,90,10
2.0,0,89,11
3.0,0,77,23
4.0,0,65,35
5.0,0,56,44
6.0,0,52,48
7.0,0,49,51
8.0,0,44,56
9.0,0,37,63
10.0,0,35,65
11.0,0,32,68
12.0,0,28,72
13.0,0,22,78
14.0,0,20,80
15.0,0,18,82
16.0,0,17,83
17.0,0,13,87
18.0,0,12,88
19.0,0,10,90
20.0,0,10,90
21.0,0,10,90
22.0,0,8,92
23.0,0,6,94
24.0,0,6,94
25.0,0,5,95
26.0,0,4,96
27.0,0,2,98
28.0,0,1,99
29.0,0,1,99
30.0,0,0,100
31.0,0,0,100
32.0,0,0,100
33.0,0,0,100
34.0,0,0,100
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
