time,S,I,R
0.0,95,5,0
1.0,0,92,8
2.0,0,82,18
3.0,0,77,23
4.0,0,66,34
5.0,0,62,38
6.0,0,57,43
7.0,0,53,47
8.0,0,47,53
9.0,0,44,56
10.0,0,42,58
11.0,0,37,63
12.0,0,34,66
13.0,0,29,71
14.0,0,25,75
15.0,0,24,76
16.0,0,23,77
17.0,0,18,82
18.0,0,17,83
19.0,0,15,85
20.0,0,13,87
21.0,0,13,87
22.0,0,11,89
23.0,0,9,91
24.0,0,8,92
25.0,0,7,93
26.0,0,7,93
27.0,0,6,94
28.0,0,6,94
29.0,0,5,95
30.0,0,5,95
31.0,0,4,96
32.0,0,4,96
33.0,0,4,96
34.0,0,4,96
35.0,0,3,97
36.0,0,2,98
37.0,0,1,99
38.0,0,1,99
39.0,0,1,99
40.0,0,1,99
41.0,0,1,99
42.0,0,1,99
43.0,0,0,100
44.0,0,0,100
