time,S,I,R
0.0,95,5,0
1.0,0,88,12
2.0,0,78,22
3.0,0,76,24
4.0,0,69,31
5.0,0,62,38
6.0,0,55,45
7.0,0,45,55
8.0,0,36,64
9.0,0,32,68
10.0,0,30,70
11.0,0,29,71
12.0,0,27,73
13.0,0,25,75
14.0,0,23,77
15.0,0,20,80
16.0,0,20,80
17.0,0,20,80
18.0,0,14,86
19.0,0,14,86
20.0,0,12,88
21.0,0,11,89
22.0,0,9,91
23.0,0,9,91
24.0,0,8,92
25.0,0,6,94
26.0,0,6,94
27.0,0,5,95
28.0,0,4,96
29.0,0,4,96
30.0,0,3,97
31.0,0,2,98
32.0,0,2,98
33.0,0,2,98
34.0,0,1,99
35.0,0,1,99
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
52.0,0,0,100
53.0,0,0,100
54.0,0,0,100
