time,S,I,R
0.0,95,5,0
1.0,0,89,11
2.0,0,85,15
3.0,0,78,22
4.0,0,69,31
5.0,0,64,36
6.0,0,62,38
7.0,0,54,46
8.0,0,50,50
9.0,0,43,57
10.0,0,38,62
11.0,0,33,67
12.0,0,32,68
13.0,0,29,71
14.0,0,27,73
15.0,0,21,79
16.0,0,19,81
17.0,0,15,85
18.0,0,12,88
19.0,0,11,89
20.0,0,9,91
21.0,0,6,94
22.0,0,5,95
23.0,0,4,96
24.0,0,3,97
25.0,0,3,97
26.0,0,3,97
27.0,0,2,98
28.0,0,2,98
29.0,0,2,98
30.0,0,1,99
31.0,0,1,99
32.0,0,1,99
33.0,0,1,99
34.0,0,1,99
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
52.0,0,0,100
