time,S,I,R
0.0,95,5,0
1.0,0,87,13
2.0,0,82,18
3.0,0,72,28
4.0,0,63,37
5.0,0,58,42
6.0,0,49,51
7.0,0,44,56
8.0,0,39,61
9.0,0,33,67
10.0,0,31,69
11.0,0,27,73
12.0,0,25,75
13.0,0,23,77
14.0,0,22,78
15.0,0,20,80
16.0,0,17,83
17.0,0,17,83
18.0,0,16,84
19.0,0,13,87
20.0,0,9,91
21.0,0,9,91
22.0,0,8,92
23.0,0,6,94
24.0,0,5,95
25.0,0,5,95
26.0,0,5,95
27.0,0,4,96
28.0,0,4,96
29.0,0,4,96
30.0,0,3,97
31.0,0,3,97
32.0,0,3,97
33.0,0,2,98
34.0,0,2,98
35.0,0,1,99
36.0,0,1,99
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
