time,S,I,R
0.0,95,5,0
1.0,0,92,8
2.0,0,81,19
3.0,0,76,24
4.0,0,70,30
5.0,0,64,36
6.0,0,59,41
7.0,0,55,45
8.0,0,49,51
9.0,0,42,58
10.0,0,38,62
11.0,0,37,63
12.0,0,32,68
13.0,0,30,70
14.0,0,28,72
15.0,0,27,73
16.0,0,25,75
17.0,0,20,80
18.0,0,20,80
19.0,0,17,83
20.0,0,14,86
21.0,0,12,88
22.0,0,8,92
23.0,0,8,92
24.0,0,7,93
25.0,0,6,94
26.0,0,3,97
27.0,0,3,97
28.0,0,2,98
29.0,0,2,98
30.0,0,2,98
31.0,0,1,99
32.0,0,1,99
33.0,0,1,99
34.0,0,1,99
35.0,0,1,99
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,0,100
