time,S,I,R
0.0,95,5,0
1.0,0,91,9
2.0,0,81,19
3.0,0,72,28
4.0,0,63,37
5.0,0,58,42
6.0,0,51,49
7.0,0,43,57
8.0,0,40,60
9.0,0,33,67
10.0,0,30,70
11.0,0,27,73
12.0,0,21,79
13.0,0,19,81
14.0,0,17,83
15.0,0,17,83
16.0,0,14,86
17.0,0,13,87
18.0,0,12,88
19.0,0,12,88
20.0,0,11,89
21.0,0,11,89
22.0,0,9,91
23.0,0,9,91
24.0,0,9,91
25.0,0,8,92
26.0,0,8,92
27.0,0,7,93
28.0,0,6,94
29.0,0,5,95
30.0,0,5,95
31.0,0,4,96
32.0,0,4,96
33.0,0,2,98
34.0,0,1,99
35.0,0,1,99
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
