time,S,I,R
0.0,95,5,0
1.0,0,91,9
2.0,0,81,19
3.0,0,73,27
4.0,0,64,36
5.0,0,55,45
6.0,0,46,54
7.0,0,42,58
8.0,0,38,62
9.0,0,37,63
10.0,0,32,68
11.0,0,30,70
12.0,0,28,72
13.0,0,25,75
14.0,0,22,78
15.0,0,19,81
16.0,0,18,82
17.0,0,18,82
18.0,0,16,84
19.0,0,15,85
20.0,0,13,87
21.0,0,12,88
22.0,0,12,88
23.0,0,11,89
24.0,0,11,89
25.0,0,9,91
26.0,0,9,91
27.0,0,7,93
28.0,0,7,93
29.0,0,7,93
30.0,0,7,93
31.0,0,6,94
32.0,0,6,94
33.0,0,6,94
34.0,0,5,95
35.0,0,3,97
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,1,99
40.0,0,0,100
