time,S,I,R
0.0,95,5,0
1.0,0,87,13
2.0,0,78,22
3.0,0,69,31
4.0,0,65,35
5.0,0,59,41
6.0,0,49,51
7.0,0,44,56
8.0,0,38,62
9.0,0,36,64
10.0,0,33,67
11.0,0,31,69
12.0,0,26,74
13.0,0,25,75
14.0,0,23,77
15.0,0,20,80
16.0,0,19,81
17.0,0,18,82
18.0,0,18,82
19.0,0,15,85
20.0,0,14,86
21.0,0,13,87
22.0,0,13,87
23.0,0,12,88
24.0,0,8,92
25.0,0,7,93
26.0,0,7,93
27.0,0,7,93
28.0,0,7,93
29.0,0,6,94
30.0,0,5,95
31.0,0,3,97
32.0,0,3,97
33.0,0,3,97
34.0,0,2,98
35.0,0,2,98
36.0,0,2,98
37.0,0,1,99
38.0,0,1,99
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
