time,S,I,R
0.0,95,5,0
1.0,0,94,6
2.0,0,87,13
3.0,0,82,18
4.0,0,74,26
5.0,0,70,30
6.0,0,65,35
7.0,0,58,42
8.0,0,50,50
9.0,0,46,54
10.0,0,43,57
11.0,0,41,59
12.0,0,38,62
13.0,0,35,65
14.0,0,35,65
15.0,0,29,71
16.0,0,25,75
17.0,0,25,75
18.0,0,23,77
19.0,0,20,80
20.0,0,18,82
21.0,0,17,83
22.0,0,16,84
23.0,0,15,85
24.0,0,14,86
25.0,0,11,89
26.0,0,8,92
27.0,0,6,94
28.0,0,4,96
29.0,0,4,96
30.0,0,4,96
31.0,0,2,98
32.0,0,1,99
33.0,0,1,99
34.0,0,1,99
35.0,0,1,99
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
