time,S,I,R
0.0,95,5,0
1.0,0,92,8
2.0,0,84,16
3.0,0,74,26
4.0,0,68,32
5.0,0,59,41
6.0,0,52,48
7.0,0,43,57
8.0,0,43,57
9.0,0,38,62
10.0,0,33,67
11.0,0,30,70
12.0,0,27,73
13.0,0,27,73
14.0,0,25,75
15.0,0,25,75
16.0,0,23,77
17.0,0,20,80
18.0,0,19,81
19.0,0,19,81
20.0,0,17,83
21.0,0,15,85
22.0,0,13,87
23.0,0,11,89
24.0,0,10,90
25.0,0,9,91
26.0,0,8,92
27.0,0,6,94
28.0,0,5,95
29.0,0,5,95
30.0,0,4,96
31.0,0,4,96
32.0,0,4,96
33.0,0,3,97
34.0,0,3,97
35.0,0,3,97
36.0,0,2,98
37.0,0,2,98
38.0,0,1,99
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
