time,S,I,R
0.0,95,5,0
1.0,0,88,12
2.0,0,73,27
3.0,0,61,39
4.0,0,54,46
5.0,0,49,51
6.0,0,45,55
7.0,0,44,56
8.0,0,40,60
9.0,0,38,62
10.0,0,31,69
11.0,0,30,70
12.0,0,28,72
13.0,0,26,74
14.0,0,22,78
15.0,0,20,80
16.0,0,15,85
17.0,0,13,87
18.0,0,11,89
19.0,0,11,89
20.0,0,10,90
21.0,0,7,93
22.0,0,6,94
23.0,0,5,95
24.0,0,5,95
25.0,0,5,95
26.0,0,4,96
27.0,0,4,96
28.0,0,4,96
29.0,0,4,96
30.0,0,4,96
31.0,0,3,97
32.0,0,3,97
33.0,0,2,98
34.0,0,1,99
35.0,0,1,99
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
