time,S,I,R
0.0,95,5,0
1.0,0,89,11
2.0,0,82,18
3.0,0,73,27
4.0,0,70,30
5.0,0,64,36
6.0,0,59,41
7.0,0,55,45
8.0,0,54,46
9.0,0,47,53
10.0,0,43,57
11.0,0,36,64
12.0,0,30,70
13.0,0,23,77
14.0,0,18,82
15.0,0,16,84
16.0,0,13,87
17.0,0,12,88
18.0,0,12,88
19.0,0,11,89
20.0,0,9,91
21.0,0,7,93
22.0,0,5,95
23.0,0,5,95
24.0,0,5,95
25.0,0,4,96
26.0,0,4,96
27.0,0,3,97
28.0,0,2,98
29.0,0,1,99
30.0,0,0,100
31.0,0,0,100
32.0,0,0,100
33.0,0,0,100
34.0,0,0,100
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
