time,S,I,R
0.0,95,5,0
1.0,0,93,7
2.0,0,87,13
3.0,0,74,26
4.0,0,70,30
5.0,0,65,35
6.0,0,56,44
7.0,0,50,50
8.0,0,41,59
9.0,0,39,61
10.0,0,38,62
11.0,0,33,67
12.0,0,28,72
13.0,0,24,76
14.0,0,21,79
15.0,0,19,81
16.0,0,17,83
17.0,0,15,85
18.0,0,12,88
19.0,0,10,90
20.0,0,6,94
21.0,0,6,94
22.0,0,5,95
23.0,0,4,96
24.0,0,4,96
25.0,0,3,97
26.0,0,3,97
27.0,0,1,99
28.0,0,1,99
29.0,0,1,99
30.0,0,1,99
31.0,0,1,99
32.0,0,1,99
33.0,0,1,99
34.0,0,1,99
35.0,0,1,99
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
