time,S,I,R
0.0,95,5,0
1.0,0,95,5
2.0,0,90,10
3.0,0,86,14
4.0,0,80,20
5.0,0,71,29
6.0,0,64,36
7.0,0,58,42
8.0,0,49,51
9.0,0,44,56
10.0,0,37,63
11.0,0,34,66
12.0,0,30,70
13.0,0,28,72
14.0,0,26,74
15.0,0,23,77
16.0,0,21,79
17.0,0,16,84
18.0,0,16,84
19.0,0,11,89
20.0,0,11,89
21.0,0,9,91
22.0,0,8,92
23.0,0,5,95
24.0,0,5,95
25.0,0,5,95
26.0,0,3,97
27.0,0,3,97
28.0,0,3,97
29.0,0,2,98
30.0,0,2,98
31.0,0,2,98
32.0,0,2,98
33.0,0,2,98
34.0,0,2,98
35.0,0,1,99
36.0,0,1,99
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
