time,S,I,R
0.0,95,5,0
1.0,0,86,14
2.0,0,81,19
3.0,0,76,24
4.0,0,71,29
5.0,0,63,37
6.0,0,59,41
7.0,0,54,46
8.0,0,46,54
9.0,0,43,57
10.0,0,42,58
11.0,0,39,61
12.0,0,37,63
13.0,0,36,64
14.0,0,33,67
15.0,0,27,73
16.0,0,27,73
17.0,0,25,75
18.0,0,20,80
19.0,0,18,82
20.0,0,17,83
21.0,0,14,86
22.0,0,12,88
23.0,0,11,89
24.0,0,9,91
25.0,0,9,91
26.0,0,9,91
27.0,0,7,93
28.0,0,6,94
29.0,0,5,95
30.0,0,5,95
31.0,0,4,96
32.0,0,4,96
33.0,0,4,96
34.0,0,3,97
35.0,0,2,98
36.0,0,1,99
37.0,0,1,99
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
