time,S,I,R
0.0,95,5,0
1.0,0,94,6
2.0,0,88,12
3.0,0,80,20
4.0,0,67,33
5.0,0,62,38
6.0,0,53,47
7.0,0,46,54
8.0,0,40,60
9.0,0,38,62
10.0,0,32,68
11.0,0,29,71
12.0,0,26,74
13.0,0,21,79
14.0,0,18,82
15.0,0,18,82
16.0,0,16,84
17.0,0,14,86
18.0,0,11,89
19.0,0,10,90
20.0,0,8,92
21.0,0,4,96
22.0,0,4,96
23.0,0,2,98
24.0,0,2,98
25.0,0,2,98
26.0,0,2,98
27.0,0,2,98
28.0,0,2,98
29.0,0,2,98
30.0,0,2,98
31.0,0,1,99
32.0,0,1,99
33.0,0,1,99
34.0,0,1,99
35.0,0,1,99
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,1,99
40.0,0,1,99
41.0,0,1,99
42.0,0,1,99
43.0,0,0,100
