time,S,I,R
0.0,95,5,0
1.0,0,88,12
2.0,0,81,19
3.0,0,73,27
4.0,0,66,34
5.0,0,63,37
6.0,0,58,42
7.0,0,51,49
8.0,0,44,56
9.0,0,41,59
10.0,0,38,62
11.0,0,36,64
12.0,0,34,66
13.0,0,29,71
14.0,0,27,73
15.0,0,25,75
16.0,0,23,77
17.0,0,21,79
18.0,0,17,83
19.0,0,16,84
20.0,0,14,86
21.0,0,13,87
22.0,0,12,88
23.0,0,11,89
24.0,0,9,91
25.0,0,9,91
26.0,0,7,93
27.0,0,6,94
28.0,0,4,96
29.0,0,4,96
30.0,0,3,97
31.0,0,3,97
32.0,0,3,97
33.0,0,3,97
34.0,0,3,97
35.0,0,2,98
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
