time,S,I,R
0.0,95,5,0
1.0,0,93,7
2.0,0,84,16
3.0,0,78,22
4.0,0,73,27
5.0,0,66,34
6.0,0,55,45
7.0,0,51,49
8.0,0,47,53
9.0,0,44,56
10.0,0,38,62
11.0,0,35,65
12.0,0,33,67
13.0,0,31,69
14.0,0,31,69
15.0,0,29,71
16.0,0,28,72
17.0,0,26,74
18.0,0,24,76
19.0,0,20,80
20.0,0,19,81
21.0,0,16,84
22.0,0,16,84
23.0,0,15,85
24.0,0,15,85
25.0,0,15,85
26.0,0,9,91
27.0,0,8,92
28.0,0,8,92
29.0,0,8,92
30.0,0,6,94
31.0,0,6,94
32.0,0,5,95
33.0,0,5,95
34.0,0,5,95
35.0,0,5,95
36.0,0,4,96
37.0,0,4,96
38.0,0,4,96
39.0,0,4,96
40.0,0,4,96
41.0,0,3,97
42.0,0,1,99
43.0,0,1,99
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
52.0,0,0,100
53.0,0,0,100
