time,S,I,R
0.0,95,5,0
1.0,0,88,12
2.0,0,79,21
3.0,0,76,24
4.0,0,66,34
5.0,0,60,40
6.0,0,57,43
7.0,0,55,45
8.0,0,50,50
9.0,0,44,56
10.0,0,42,58
11.0,0,37,63
12.0,0,34,66
13.0,0,31,69
14.0,0,26,74
15.0,0,23,77
16.0,0,21,79
17.0,0,19,81
18.0,0,16,84
19.0,0,13,87
20.0,0,12,88
21.0,0,9,91
22.0,0,8,92
23.0,0,7,93
24.0,0,7,93
25.0,0,5,95
26.0,0,4,96
27.0,0,4,96
28.0,0,2,98
29.0,0,2,98
30.0,0,2,98
31.0,0,2,98
32.0,0,1,99
33.0,0,1,99
34.0,0,1,99
35.0,0,1,99
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
52.0,0,0,100
53.0,0,0,100
54.0,0,0,100
55.0,0,0,100
56.0,0,0,100
57.0,0,0,100
