time,S,I,R
0.0,95,5,0
1.0,0,88,12
2.0,0,82,18
3.0,0,77,23
4.0,0,67,33
5.0,0,56,44
6.0,0,47,53
7.0,0,42,58
8.0,0,37,63
9.0,0,32,68
10.0,0,27,73
11.0,0,26,74
12.0,0,20,80
13.0,0,16,84
14.0,0,15,85
15.0,0,15,85
16.0,0,13,87
17.0,0,13,87
18.0,0,12,88
19.0,0,11,89
20.0,0,9,91
21.0,0,8,92
22.0,0,4,96
23.0,0,1,99
24.0,0,1,99
25.0,0,1,99
26.0,0,1,99
27.0,0,1,99
28.0,0,1,99
29.0,0,1,99
30.0,0,1,99
31.0,0,0,100
32.0,0,0,100
33.0,0,0,100
34.0,0,0,100
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
