time,S,I,R
0.0,95,5,0
1.0,0,88,12
2.0,0,81,19
3.0,0,74,26
4.0,0,67,33
5.0,0,60,40
6.0,0,55,45
7.0,0,52,48
8.0,0,45,55
9.0,0,40,60
10.0,0,35,65
11.0,0,31,69
12.0,0,28,72
13.0,0,26,74
14.0,0,25,75
15.0,0,23,77
16.0,0,20,80
17.0,0,20,80
18.0,0,19,81
19.0,0,19,81
20.0,0,17,83
21.0,0,14,86
22.0,0,12,88
23.0,0,10,90
24.0,0,9,91
25.0,0,8,92
26.0,0,6,94
27.0,0,6,94
28.0,0,6,94
29.0,0,6,94
30.0,0,5,95
31.0,0,5,95
32.0,0,4,96
33.0,0,3,97
34.0,0,3,97
35.0,0,3,97
36.0,0,2,98
37.0,0,1,99
38.0,0,0,100
39.0,0,0,100
