time,S,I,R
0.0,95,5,0
1.0,0,90,10
2.0,0,80,20
3.0,0,70,30
4.0,0,62,38
5.0,0,57,43
6.0,0,53,47
7.0,0,47,53
8.0,0,43,57
9.0,0,37,63
10.0,0,34,66
11.0,0,30,70
12.0,0,24,76
13.0,0,21,79
14.0,0,19,81
15.0,0,16,84
16.0,0,15,85
17.0,0,14,86
18.0,0,13,87
19.0,0,12,88
20.0,0,9,91
21.0,0,9,91
22.0,0,9,91
23.0,0,6,94
24.0,0,5,95
25.0,0,5,95
26.0,0,3,97
27.0,0,3,97
28.0,0,3,97
29.0,0,2,98
30.0,0,2,98
31.0,0,2,98
32.0,0,1,99
33.0,0,1,99
34.0,0,1,99
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
