time,S,I,R
0.0,95,5,0
1.0,0,88,12
2.0,0,81,19
3.0,0,74,26
4.0,0,69,31
5.0,0,58,42
6.0,0,52,48
7.0,0,46,54
8.0,0,43,57
9.0,0,41,59
10.0,0,40,60
11.0,0,38,62
12.0,0,32,68
13.0,0,28,72
14.0,0,28,72
15.0,0,25,75
16.0,0,22,78
17.0,0,21,79
18.0,0,19,81
19.0,0,18,82
20.0,0,16,84
21.0,0,16,84
22.0,0,15,85
23.0,0,14,86
24.0,0,11,89
25.0,0,11,89
26.0,0,10,90
27.0,0,10,90
28.0,0,10,90
29.0,0,9,91
30.0,0,8,92
31.0,0,7,93
32.0,0,7,93
33.0,0,6,94
34.0,0,5,95
35.0,0,5,95
36.0,0,5,95
37.0,0,4,96
38.0,0,4,96
39.0,0,4,96
40.0,0,3,97
41.0,0,3,97
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
