time,S,I,R
0.0,95,5,0
1.0,0,86,14
2.0,0,77,23
3.0,0,70,30
4.0,0,68,32
5.0,0,61,39
6.0,0,52,48
7.0,0,47,53
8.0,0,45,55
9.0,0,38,62
10.0,0,33,67
11.0,0,33,67
12.0,0,30,70
13.0,0,26,74
14.0,0,23,77
15.0,0,20,80
16.0,0,20,80
17.0,0,17,83
18.0,0,13,87
19.0,0,13,87
20.0,0,12,88
21.0,0,8,92
22.0,0,8,92
23.0,0,8,92
24.0,0,6,94
25.0,0,6,94
26.0,0,6,94
27.0,0,6,94
28.0,0,6,94
29.0,0,5,95
30.0,0,4,96
31.0,0,4,96
32.0,0,4,96
33.0,0,3,97
34.0,0,3,97
35.0,0,3,97
36.0,0,3,97
37.0,0,3,97
38.0,0,3,97
39.0,0,3,97
40.0,0,2,98
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
