time,S,I,R
0.0,95,5,0
1.0,1,88,11
2.0,0,68,32
3.0,0,58,42
4.0,0,48,52
5.0,0,41,59
6.0,0,35,65
7.0,0,29,71
8.0,0,24,76
9.0,0,17,83
10.0,0,12,88
11.0,0,12,88
12.0,0,7,93
13.0,0,7,93
14.0,0,6,94
15.0,0,4,96
16.0,0,4,96
17.0,0,3,97
18.0,0,3,97
19.0,0,2,98
20.0,0,1,99
21.0,0,1,99
22.0,0,1,99
23.0,0,1,99
24.0,0,1,99
25.0,0,0,100
26.0,0,0,100
27.0,0,0,100
28.0,0,0,100
29.0,0,0,100
30.0,0,0,100
31.0,0,0,100
32.0,0,0,100
33.0,0,0,100
34.0,0,0,100
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
