time,S,I,R
0.0,95,5,0
1.0,0,89,11
2.0,0,81,19
3.0,0,75,25
4.0,0,68,32
5.0,0,58,42
6.0,0,52,48
7.0,0,46,54
8.0,0,41,59
9.0,0,33,67
10.0,0,31,69
11.0,0,30,70
12.0,0,29,71
13.0,0,24,76
14.0,0,20,80
15.0,0,19,81
16.0,0,14,86
17.0,0,14,86
18.0,0,11,89
19.0,0,11,89
20.0,0,9,91
21.0,0,7,93
22.0,0,7,93
23.0,0,7,93
24.0,0,5,95
25.0,0,5,95
26.0,0,5,95
27.0,0,5,95
28.0,0,5,95
29.0,0,5,95
30.0,0,5,95
31.0,0,4,96
32.0,0,4,96
33.0,0,4,96
34.0,0,2,98
35.0,0,2,98
36.0,0,1,99
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
