time,S,I,R
0.0,95,5,0
1.0,0,93,7
2.0,0,88,12
3.0,0,77,23
4.0,0,68,32
5.0,0,60,40
6.0,0,50,50
7.0,0,44,56
8.0,0,39,61
9.0,0,32,68
10.0,0,28,72
11.0,0,27,73
12.0,0,21,79
13.0,0,20,80
14.0,0,18,82
15.0,0,16,84
16.0,0,16,84
17.0,0,14,86
18.0,0,13,87
19.0,0,12,88
20.0,0,11,89
21.0,0,9,91
22.0,0,8,92
23.0,0,6,94
24.0,0,6,94
25.0,0,6,94
26.0,0,5,95
27.0,0,5,95
28.0,0,4,96
29.0,0,4,96
30.0,0,3,97
31.0,0,3,97
32.0,0,3,97
33.0,0,3,97
34.0,0,2,98
35.0,0,1,99
36.0,0,1,99
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
