time,S,I,R
0.0,95,5,0
1.0,0,85,15
2.0,0,79,21
3.0,0,72,28
4.0,0,63,37
5.0,0,56,44
6.0,0,45,55
7.0,0,42,58
8.0,0,40,60
9.0,0,36,64
10.0,0,31,69
11.0,0,29,71
12.0,0,27,73
13.0,0,26,74
14.0,0,23,77
15.0,0,21,79
16.0,0,19,81
17.0,0,19,81
18.0,0,17,83
19.0,0,14,86
20.0,0,14,86
21.0,0,13,87
22.0,0,11,89
23.0,0,8,92
24.0,0,8,92
25.0,0,7,93
26.0,0,7,93
27.0,0,6,94
28.0,0,5,95
29.0,0,5,95
30.0,0,4,96
31.0,0,4,96
32.0,0,4,96
33.0,0,2,98
34.0,0,2,98
35.0,0,2,98
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,1,99
40.0,0,1,99
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
52.0,0,0,100
53.0,0,0,100
54.0,0,0,100
55.0,0,0,100
56.0,0,0,100
57.0,0,0,100
58.0,0,0,100
