time,S,I,R
0.0,95,5,0
1.0,0,85,15
2.0,0,77,23
3.0,0,71,29
4.0,0,63,37
5.0,0,59,41
6.0,0,54,46
7.0,0,48,52
8.0,0,45,55
9.0,0,40,60
10.0,0,34,66
11.0,0,30,70
12.0,0,28,72
13.0,0,25,75
14.0,0,24,76
15.0,0,19,81
16.0,0,18,82
17.0,0,16,84
18.0,0,13,87
19.0,0,12,88
20.0,0,12,88
21.0,0,11,89
22.0,0,11,89
23.0,0,11,89
24.0,0,10,90
25.0,0,9,91
26.0,0,9,91
27.0,0,8,92
28.0,0,8,92
29.0,0,7,93
30.0,0,7,93
31.0,0,6,94
32.0,0,6,94
33.0,0,5,95
34.0,0,5,95
35.0,0,5,95
36.0,0,3,97
37.0,0,1,99
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
