time,S,I,R
0.0,95,5,0
1.0,0,93,7
2.0,0,85,15
3.0,0,78,22
4.0,0,70,30
5.0,0,62,38
6.0,0,57,43
7.0,0,53,47
8.0,0,47,53
9.0,0,40,60
10.0,0,35,65
11.0,0,33,67
12.0,0,31,69
13.0,0,30,70
14.0,0,25,75
15.0,0,21,79
16.0,0,21,79
17.0,0,21,79
18.0,0,19,81
19.0,0,16,84
20.0,0,15,85
21.0,0,15,85
22.0,0,14,86
23.0,0,13,87
24.0,0,10,90
25.0,0,10,90
26.0,0,10,90
27.0,0,9,91
28.0,0,8,92
29.0,0,7,93
30.0,0,6,94
31.0,0,5,95
32.0,0,3,97
33.0,0,2,98
34.0,0,2,98
35.0,0,1,99
36.0,0,1,99
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
