time,S,I,R
0.0,95,5,0
1.0,0,86,14
2.0,0,75,25
3.0,0,69,31
4.0,0,64,36
5.0,0,62,38
6.0,0,55,45
7.0,0,50,50
8.0,0,47,53
9.0,0,43,57
10.0,0,39,61
11.0,0,37,63
12.0,0,32,68
13.0,0,27,73
14.0,0,24,76
15.0,0,22,78
16.0,0,21,79
17.0,0,18,82
18.0,0,18,82
19.0,0,18,82
20.0,0,16,84
21.0,0,15,85
22.0,0,15,85
23.0,0,13,87
24.0,0,12,88
25.0,0,12,88
26.0,0,11,89
27.0,0,10,90
28.0,0,10,90
29.0,0,9,91
30.0,0,9,91
31.0,0,7,93
32.0,0,5,95
33.0,0,3,97
34.0,0,3,97
35.0,0,3,97
36.0,0,2,98
37.0,0,1,99
38.0,0,1,99
39.0,0,1,99
40.0,0,1,99
41.0,0,1,99
42.0,0,1,99
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
