time,S,I,R
0.0,95,5,0
1.0,0,87,13
2.0,0,73,27
3.0,0,59,41
4.0,0,40,60
5.0,0,28,72
6.0,0,22,78
7.0,0,17,83
8.0,0,15,85
9.0,0,13,87
10.0,0,11,89
11.0,0,10,90
12.0,0,9,91
13.0,0,6,94
14.0,0,6,94
15.0,0,6,94
16.0,0,4,96
17.0,0,4,96
18.0,0,3,97
19.0,0,3,97
20.0,0,3,97
21.0,0,3,97
22.0,0,3,97
23.0,0,1,99
24.0,0,1,99
25.0,0,1,99
26.0,0,1,99
27.0,0,0,100
28.0,0,0,100
29.0,0,0,100
30.0,0,0,100
31.0,0,0,100
32.0,0,0,100
33.0,0,0,100
34.0,0,0,100
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
52.0,0,0,100
