time,S,I,R
0.0,95,5,0
1.0,1,90,9
2.0,0,83,17
3.0,0,78,22
4.0,0,69,31
5.0,0,64,36
6.0,0,55,45
7.0,0,54,46
8.0,0,49,51
9.0,0,44,56
10.0,0,41,59
11.0,0,38,62
12.0,0,32,68
13.0,0,29,71
14.0,0,27,73
15.0,0,24,76
16.0,0,23,77
17.0,0,22,78
18.0,0,20,80
19.0,0,20,80
20.0,0,18,82
21.0,0,16,84
22.0,0,16,84
23.0,0,15,85
24.0,0,14,86
25.0,0,12,88
26.0,0,11,89
27.0,0,11,89
28.0,0,11,89
29.0,0,11,89
30.0,0,11,89
31.0,0,11,89
32.0,0,10,90
33.0,0,9,91
34.0,0,8,92
35.0,0,7,93
36.0,0,6,94
37.0,0,6,94
38.0,0,5,95
39.0,0,4,96
40.0,0,2,98
41.0,0,2,98
42.0,0,2,98
43.0,0,2,98
44.0,0,2,98
45.0,0,2,98
46.0,0,2,98
47.0,0,2,98
48.0,0,2,98
49.0,0,2,98
50.0,0,2,98
51.0,0,2,98
52.0,0,2,98
53.0,0,1,99
54.0,0,1,99
55.0,0,1,99
56.0,0,1,99
57.0,0,0,100
58.0,0,0,100
