time,S,I,R
0.0,95,5,0
1.0,0,95,5
2.0,0,88,12
3.0,0,80,20
4.0,0,73,27
5.0,0,66,34
6.0,0,61,39
7.0,0,57,43
8.0,0,51,49
9.0,0,44,56
10.0,0,38,62
11.0,0,34,66
12.0,0,30,70
13.0,0,30,70
14.0,0,30,70
15.0,0,28,72
16.0,0,23,77
17.0,0,21,79
18.0,0,20,80
19.0,0,19,81
20.0,0,18,82
21.0,0,18,82
22.0,0,15,85
23.0,0,14,86
24.0,0,12,88
25.0,0,12,88
26.0,0,10,90
27.0,0,10,90
28.0,0,9,91
29.0,0,9,91
30.0,0,6,94
31.0,0,5,95
32.0,0,5,95
33.0,0,5,95
34.0,0,3,97
35.0,0,2,98
36.0,0,2,98
37.0,0,2,98
38.0,0,1,99
39.0,0,1,99
40.0,0,1,99
41.0,0,0,100
42.0,0,0,100
