time,S,I,R
0.0,95,5,0
1.0,0,91,9
2.0,0,85,15
3.0,0,80,20
4.0,0,71,29
5.0,0,62,38
6.0,0,58,42
7.0,0,56,44
8.0,0,49,51
9.0,0,42,58
10.0,0,36,64
11.0,0,34,66
12.0,0,32,68
13.0,0,29,71
14.0,0,27,73
15.0,0,26,74
16.0,0,23,77
17.0,0,22,78
18.0,0,15,85
19.0,0,13,87
20.0,0,12,88
21.0,0,9,91
22.0,0,8,92
23.0,0,8,92
24.0,0,7,93
25.0,0,7,93
26.0,0,7,93
27.0,0,7,93
28.0,0,7,93
29.0,0,5,95
30.0,0,5,95
31.0,0,5,95
32.0,0,4,96
33.0,0,4,96
34.0,0,4,96
35.0,0,4,96
36.0,0,3,97
37.0,0,3,97
38.0,0,2,98
39.0,0,2,98
40.0,0,2,98
41.0,0,2,98
42.0,0,2,98
43.0,0,2,98
44.0,0,1,99
45.0,0,1,99
46.0,0,1,99
47.0,0,1,99
48.0,0,1,99
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
