time,S,I,R
0.0,95,5,0
1.0,0,89,11
2.0,0,82,18
3.0,0,74,26
4.0,0,65,35
5.0,0,59,41
6.0,0,54,46
7.0,0,50,50
8.0,0,45,55
9.0,0,39,61
10.0,0,35,65
11.0,0,31,69
12.0,0,28,72
13.0,0,26,74
14.0,0,23,77
15.0,0,21,79
16.0,0,15,85
17.0,0,13,87
18.0,0,10,90
19.0,0,8,92
20.0,0,7,93
21.0,0,6,94
22.0,0,4,96
23.0,0,4,96
24.0,0,3,97
25.0,0,2,98
26.0,0,2,98
27.0,0,2,98
28.0,0,2,98
29.0,0,2,98
30.0,0,1,99
31.0,0,1,99
32.0,0,1,99
33.0,0,0,100
34.0,0,0,100
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
