time,S,I,R
0.0,95,5,0
1.0,0,92,8
2.0,0,87,13
3.0,0,79,21
4.0,0,74,26
5.0,0,67,33
6.0,0,58,42
7.0,0,52,48
8.0,0,48,52
9.0,0,47,53
10.0,0,41,59
11.0,0,36,64
12.0,0,32,68
13.0,0,26,74
14.0,0,25,75
15.0,0,25,75
16.0,0,20,80
17.0,0,20,80
18.0,0,18,82
19.0,0,17,83
20.0,0,16,84
21.0,0,13,87
22.0,0,13,87
23.0,0,13,87
24.0,0,13,87
25.0,0,13,87
26.0,0,12,88
27.0,0,10,90
28.0,0,10,90
29.0,0,10,90
30.0,0,9,91
31.0,0,5,95
32.0,0,5,95
33.0,0,5,95
34.0,0,3,97
35.0,0,1,99
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,0,100
40.0,0,0,100
