time,S,I,R
0.0,95,5,0
1.0,0,94,6
2.0,0,85,15
3.0,0,76,24
4.0,0,68,32
5.0,0,64,36
6.0,0,58,42
7.0,0,55,45
8.0,0,51,49
9.0,0,47,53
10.0,0,44,56
11.0,0,42,58
12.0,0,38,62
13.0,0,34,66
14.0,0,32,68
15.0,0,25,75
16.0,0,24,76
17.0,0,21,79
18.0,0,19,81
19.0,0,16,84
20.0,0,16,84
21.0,0,13,87
22.0,0,11,89
23.0,0,9,91
24.0,0,9,91
25.0,0,9,91
26.0,0,9,91
27.0,0,9,91
28.0,0,9,91
29.0,0,9,91
30.0,0,9,91
31.0,0,9,91
32.0,0,8,92
33.0,0,7,93
34.0,0,6,94
35.0,0,6,94
36.0,0,5,95
37.0,0,3,97
38.0,0,3,97
39.0,0,3,97
40.0,0,2,98
41.0,0,2,98
42.0,0,2,98
43.0,0,2,98
44.0,0,2,98
45.0,0,2,98
46.0,0,2,98
47.0,0,2,98
48.0,0,2,98
49.0,0,1,99
50.0,0,0,100
51.0,0,0,100
52.0,0,0,100
