time,S,I,R
0.0,95,5,0
1.0,0,95,5
2.0,0,88,12
3.0,0,86,14
4.0,0,79,21
5.0,0,68,32
6.0,0,63,37
7.0,0,59,41
8.0,0,52,48
9.0,0,45,55
10.0,0,42,58
11.0,0,35,65
12.0,0,33,67
13.0,0,29,71
14.0,0,27,73
15.0,0,21,79
16.0,0,18,82
17.0,0,15,85
18.0,0,14,86
19.0,0,12,88
20.0,0,10,90
21.0,0,10,90
22.0,0,10,90
23.0,0,7,93
24.0,0,5,95
25.0,0,5,95
26.0,0,4,96
27.0,0,4,96
28.0,0,4,96
29.0,0,3,97
30.0,0,3,97
31.0,0,3,97
32.0,0,3,97
33.0,0,3,97
34.0,0,3,97
35.0,0,3,97
36.0,0,3,97
37.0,0,2,98
38.0,0,1,99
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
52.0,0,0,100
53.0,0,0,100
54.0,0,0,100
55.0,0,0,100
56.0,0,0,100
