time,S,I,R
0.0,95,5,0
1.0,0,95,5
2.0,0,86,14
3.0,0,81,19
4.0,0,76,24
5.0,0,69,31
6.0,0,64,36
7.0,0,61,39
8.0,0,58,42
9.0,0,56,44
10.0,0,51,49
11.0,0,46,54
12.0,0,42,58
13.0,0,38,62
14.0,0,33,67
15.0,0,30,70
16.0,0,28,72
17.0,0,26,74
18.0,0,24,76
19.0,0,23,77
20.0,0,20,80
21.0,0,18,82
22.0,0,18,82
23.0,0,16,84
24.0,0,15,85
25.0,0,14,86
26.0,0,12,88
27.0,0,11,89
28.0,0,11,89
29.0,0,9,91
30.0,0,9,91
31.0,0,9,91
32.0,0,8,92
33.0,0,8,92
34.0,0,6,94
35.0,0,6,94
36.0,0,5,95
37.0,0,5,95
38.0,0,5,95
39.0,0,5,95
40.0,0,5,95
41.0,0,5,95
42.0,0,4,96
43.0,0,4,96
44.0,0,4,96
45.0,0,4,96
46.0,0,4,96
47.0,0,4,96
48.0,0,3,97
49.0,0,3,97
50.0,0,2,98
51.0,0,2,98
52.0,0,2,98
53.0,0,2,98
54.0,0,0,100
55.0,0,0,100
56.0,0,0,100
57.0,0,0,100
58.0,0,0,100
59.0,0,0,100
60.0,0,0,100
61.0,0,0,100
62.0,0,0,100
63.0,0,0,100
64.0,0,0,100
65.0,0,0,100
