time,S,I,R
0.0,95,5,0
1.0,0,90,10
2.0,0,80,20
3.0,0,69,31
4.0,0,65,35
5.0,0,54,46
6.0,0,50,50
7.0,0,47,53
8.0,0,45,55
9.0,0,39,61
10.0,0,33,67
11.0,0,28,72
12.0,0,26,74
13.0,0,26,74
14.0,0,24,76
15.0,0,21,79
16.0,0,20,80
17.0,0,17,83
18.0,0,17,83
19.0,0,15,85
20.0,0,14,86
21.0,0,13,87
22.0,0,12,88
23.0,0,12,88
24.0,0,12,88
25.0,0,12,88
26.0,0,12,88
27.0,0,12,88
28.0,0,10,90
29.0,0,8,92
30.0,0,8,92
31.0,0,8,92
32.0,0,8,92
33.0,0,7,93
34.0,0,6,94
35.0,0,5,95
36.0,0,4,96
37.0,0,3,97
38.0,0,3,97
39.0,0,2,98
40.0,0,2,98
41.0,0,2,98
42.0,0,2,98
43.0,0,1,99
44.0,0,1,99
45.0,0,1,99
46.0,0,1,99
47.0,0,1,99
48.0,0,1,99
49.0,0,1,99
50.0,0,1,99
51.0,0,1,99
52.0,0,1,99
53.0,0,0,100
54.0,0,0,100
