time,S,I,R
0.0,95,5,0
1.0,0,90,10
2.0,0,82,18
3.0,0,73,27
4.0,0,66,34
5.0,0,60,40
6.0,0,57,43
7.0,0,53,47
8.0,0,47,53
9.0,0,44,56
10.0,0,39,61
11.0,0,36,64
12.0,0,33,67
13.0,0,31,69
14.0,0,27,73
15.0,0,23,77
16.0,0,21,79
17.0,0,16,84
18.0,0,12,88
19.0,0,9,91
20.0,0,8,92
21.0,0,6,94
22.0,0,6,94
23.0,0,5,95
24.0,0,5,95
25.0,0,3,97
26.0,0,2,98
27.0,0,2,98
28.0,0,2,98
29.0,0,2,98
30.0,0,2,98
31.0,0,2,98
32.0,0,1,99
33.0,0,1,99
34.0,0,1,99
35.0,0,1,99
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,0,100
