time,S,I,R
0.0,95,5,0
1.0,0,89,11
2.0,0,82,18
3.0,0,73,27
4.0,0,65,35
5.0,0,61,39
6.0,0,55,45
7.0,0,51,49
8.0,0,49,51
9.0,0,46,54
10.0,0,39,61
11.0,0,36,64
12.0,0,34,66
13.0,0,31,69
14.0,0,28,72
15.0,0,27,73
16.0,0,24,76
17.0,0,21,79
18.0,0,19,81
19.0,0,17,83
20.0,0,17,83
21.0,0,14,86
22.0,0,13,87
23.0,0,12,88
24.0,0,11,89
25.0,0,10,90
26.0,0,10,90
27.0,0,9,91
28.0,0,8,92
29.0,0,7,93
30.0,0,7,93
31.0,0,6,94
32.0,0,6,94
33.0,0,4,96
34.0,0,2,98
35.0,0,2,98
36.0,0,2,98
37.0,0,1,99
38.0,0,1,99
39.0,0,1,99
40.0,0,1,99
41.0,0,1,99
42.0,0,0,100
43.0,0,0,100
