time,S,I,R
0.0,95,5,0
1.0,0,88,12
2.0,0,81,19
3.0,0,76,24
4.0,0,68,32
5.0,0,58,42
6.0,0,54,46
7.0,0,48,52
8.0,0,45,55
9.0,0,39,61
10.0,0,36,64
11.0,0,31,69
12.0,0,27,73
13.0,0,25,75
14.0,0,23,77
15.0,0,22,78
16.0,0,20,80
17.0,0,18,82
18.0,0,18,82
19.0,0,16,84
20.0,0,16,84
21.0,0,16,84
22.0,0,16,84
23.0,0,13,87
24.0,0,11,89
25.0,0,9,91
26.0,0,8,92
27.0,0,7,93
28.0,0,6,94
29.0,0,6,94
30.0,0,5,95
31.0,0,4,96
32.0,0,2,98
33.0,0,2,98
34.0,0,1,99
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
52.0,0,0,100
53.0,0,0,100
54.0,0,0,100
55.0,0,0,100
56.0,0,0,100
57.0,0,0,100
