time,S,I,R
0.0,95,5,0
1.0,0,89,11
2.0,0,82,18
3.0,0,75,25
4.0,0,69,31
5.0,0,62,38
6.0,0,57,43
7.0,0,50,50
8.0,0,46,54
9.0,0,46,54
10.0,0,43,57
11.0,0,39,61
12.0,0,37,63
13.0,0,34,66
14.0,0,31,69
15.0,0,29,71
16.0,0,27,73
17.0,0,23,77
18.0,0,20,80
19.0,0,19,81
20.0,0,18,82
21.0,0,16,84
22.0,0,13,87
23.0,0,12,88
24.0,0,12,88
25.0,0,8,92
26.0,0,8,92
27.0,0,6,94
28.0,0,5,95
29.0,0,5,95
30.0,0,3,97
31.0,0,3,97
32.0,0,3,97
33.0,0,3,97
34.0,0,2,98
35.0,0,2,98
36.0,0,2,98
37.0,0,2,98
38.0,0,2,98
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
