time,S,I,R
0.0,95,5,0
1.0,0,92,8
2.0,0,82,18
3.0,0,75,25
4.0,0,64,36
5.0,0,57,43
6.0,0,50,50
7.0,0,42,58
8.0,0,39,61
9.0,0,36,64
10.0,0,32,68
11.0,0,31,69
12.0,0,28,72
13.0,0,27,73
14.0,0,23,77
15.0,0,20,80
16.0,0,19,81
17.0,0,18,82
18.0,0,17,83
19.0,0,16,84
20.0,0,14,86
21.0,0,10,90
22.0,0,9,91
23.0,0,8,92
24.0,0,7,93
25.0,0,6,94
26.0,0,6,94
27.0,0,6,94
28.0,0,6,94
29.0,0,6,94
30.0,0,5,95
31.0,0,5,95
32.0,0,4,96
33.0,0,3,97
34.0,0,2,98
35.0,0,2,98
36.0,0,2,98
37.0,0,2,98
38.0,0,2,98
39.0,0,1,99
40.0,0,1,99
41.0,0,1,99
42.0,0,1,99
43.0,0,1,99
44.0,0,0,100
45.0,0,0,100
