time,S,I,R
0.0,95,5,0
1.0,0,92,8
2.0,0,86,14
3.0,0,74,26
4.0,0,63,37
5.0,0,58,42
6.0,0,55,45
7.0,0,52,48
8.0,0,48,52
9.0,0,46,54
10.0,0,40,60
11.0,0,36,64
12.0,0,33,67
13.0,0,32,68
14.0,0,27,73
15.0,0,27,73
16.0,0,22,78
17.0,0,21,79
18.0,0,18,82
19.0,0,16,84
20.0,0,13,87
21.0,0,11,89
22.0,0,10,90
23.0,0,9,91
24.0,0,8,92
25.0,0,8,92
26.0,0,7,93
27.0,0,5,95
28.0,0,5,95
29.0,0,5,95
30.0,0,4,96
31.0,0,4,96
32.0,0,3,97
33.0,0,1,99
34.0,0,1,99
35.0,0,1,99
36.0,0,1,99
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
