time,S,I,R
0.0,95,5,0
1.0,0,91,9
2.0,0,84,16
3.0,0,76,24
4.0,0,62,38
5.0,0,56,44
6.0,0,45,55
7.0,0,42,58
8.0,0,40,60
9.0,0,38,62
10.0,0,36,64
11.0,0,32,68
12.0,0,31,69
13.0,0,27,73
14.0,0,26,74
15.0,0,25,75
16.0,0,22,78
17.0,0,18,82
18.0,0,15,85
19.0,0,14,86
20.0,0,11,89
21.0,0,9,91
22.0,0,7,93
23.0,0,5,95
24.0,0,4,96
25.0,0,4,96
26.0,0,3,97
27.0,0,3,97
28.0,0,3,97
29.0,0,3,97
30.0,0,3,97
31.0,0,2,98
32.0,0,2,98
33.0,0,2,98
34.0,0,2,98
35.0,0,2,98
36.0,0,1,99
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
