time,S,I,R
0.0,95,5,0
1.0,0,91,9
2.0,0,81,19
3.0,0,76,24
4.0,0,71,29
5.0,0,63,37
6.0,0,58,42
7.0,0,51,49
8.0,0,43,57
9.0,0,40,60
10.0,0,38,62
11.0,0,35,65
12.0,0,34,66
13.0,0,30,70
14.0,0,24,76
15.0,0,23,77
16.0,0,21,79
17.0,0,19,81
18.0,0,17,83
19.0,0,17,83
20.0,0,15,85
21.0,0,15,85
22.0,0,13,87
23.0,0,10,90
24.0,0,9,91
25.0,0,9,91
26.0,0,9,91
27.0,0,9,91
28.0,0,9,91
29.0,0,9,91
30.0,0,7,93
31.0,0,6,94
32.0,0,5,95
33.0,0,4,96
34.0,0,4,96
35.0,0,4,96
36.0,0,4,96
37.0,0,3,97
38.0,0,2,98
39.0,0,2,98
40.0,0,2,98
41.0,0,1,99
42.0,0,1,99
43.0,0,1,99
44.0,0,0,100
