time,S,I,R
0.0,95,5,0
1.0,0,92,8
2.0,0,83,17
3.0,0,75,25
4.0,0,64,36
5.0,0,60,40
6.0,0,54,46
7.0,0,51,49
8.0,0,46,54
9.0,0,41,59
10.0,0,35,65
11.0,0,30,70
12.0,0,28,72
13.0,0,26,74
14.0,0,24,76
15.0,0,20,80
16.0,0,20,80
17.0,0,20,80
18.0,0,17,83
19.0,0,17,83
20.0,0,17,83
21.0,0,16,84
22.0,0,15,85
23.0,0,13,87
24.0,0,12,88
25.0,0,11,89
26.0,0,10,90
27.0,0,9,91
28.0,0,9,91
29.0,0,8,92
30.0,0,8,92
31.0,0,8,92
32.0,0,8,92
33.0,0,6,94
34.0,0,6,94
35.0,0,5,95
36.0,0,5,95
37.0,0,5,95
38.0,0,5,95
39.0,0,3,97
40.0,0,3,97
41.0,0,3,97
42.0,0,3,97
43.0,0,1,99
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
