time,S,I,R
0.0,95,5,0
1.0,0,89,11
2.0,0,81,19
3.0,0,70,30
4.0,0,64,36
5.0,0,55,45
6.0,0,48,52
7.0,0,45,55
8.0,0,37,63
9.0,0,33,67
10.0,0,32,68
11.0,0,30,70
12.0,0,24,76
13.0,0,21,79
14.0,0,20,80
15.0,0,18,82
16.0,0,16,84
17.0,0,15,85
18.0,0,14,86
19.0,0,14,86
20.0,0,12,88
21.0,0,11,89
22.0,0,10,90
23.0,0,10,90
24.0,0,8,92
25.0,0,8,92
26.0,0,8,92
27.0,0,8,92
28.0,0,6,94
29.0,0,5,95
30.0,0,5,95
31.0,0,5,95
32.0,0,5,95
33.0,0,4,96
34.0,0,3,97
35.0,0,3,97
36.0,0,2,98
37.0,0,1,99
38.0,0,1,99
39.0,0,1,99
40.0,0,1,99
41.0,0,1,99
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
