time,S,I,R
0.0,95,5,0
1.0,0,96,4
2.0,0,90,10
3.0,0,79,21
4.0,0,67,33
5.0,0,63,37
6.0,0,49,51
7.0,0,46,54
8.0,0,44,56
9.0,0,35,65
10.0,0,31,69
11.0,0,29,71
12.0,0,25,75
13.0,0,19,81
14.0,0,18,82
15.0,0,17,83
16.0,0,16,84
17.0,0,14,86
18.0,0,13,87
19.0,0,12,88
20.0,0,11,89
21.0,0,10,90
22.0,0,10,90
23.0,0,8,92
24.0,0,8,92
25.0,0,8,92
26.0,0,6,94
27.0,0,5,95
28.0,0,5,95
29.0,0,4,96
30.0,0,2,98
31.0,0,2,98
32.0,0,2,98
33.0,0,2,98
34.0,0,1,99
35.0,0,1,99
36.0,0,1,99
37.0,0,1,99
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
