time,S,I,R
0.0,95,5,0
1.0,0,90,10
2.0,0,82,18
3.0,0,73,27
4.0,0,69,31
5.0,0,62,38
6.0,0,58,42
7.0,0,54,46
8.0,0,49,51
9.0,0,48,52
10.0,0,42,58
11.0,0,35,65
12.0,0,29,71
13.0,0,25,75
14.0,0,22,78
15.0,0,20,80
16.0,0,19,81
17.0,0,16,84
18.0,0,14,86
19.0,0,14,86
20.0,0,13,87
21.0,0,12,88
22.0,0,10,90
23.0,0,8,92
24.0,0,7,93
25.0,0,7,93
26.0,0,6,94
27.0,0,4,96
28.0,0,3,97
29.0,0,3,97
30.0,0,3,97
31.0,0,3,97
32.0,0,3,97
33.0,0,2,98
34.0,0,1,99
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
52.0,0,0,100
53.0,0,0,100
54.0,0,0,100
55.0,0,0,100
56.0,0,0,100
