time,S,I,R
0.0,95,5,0
1.0,0,92,8
2.0,0,87,13
3.0,0,74,26
4.0,0,65,35
5.0,0,55,45
6.0,0,45,55
7.0,0,39,61
8.0,0,36,64
9.0,0,34,66
10.0,0,28,72
11.0,0,25,75
12.0,0,21,79
13.0,0,18,82
14.0,0,16,84
15.0,0,12,88
16.0,0,10,90
17.0,0,9,91
18.0,0,9,91
19.0,0,6,94
20.0,0,5,95
21.0,0,5,95
22.0,0,4,96
23.0,0,3,97
24.0,0,3,97
25.0,0,3,97
26.0,0,3,97
27.0,0,3,97
28.0,0,3,97
29.0,0,3,97
30.0,0,3,97
31.0,0,3,97
32.0,0,3,97
33.0,0,1,99
34.0,0,1,99
35.0,0,1,99
36.0,0,1,99
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
