time,S,I,R
0.0,95,5,0
1.0,1,88,11
2.0,0,82,18
3.0,0,75,25
4.0,0,65,35
5.0,0,55,45
6.0,0,53,47
7.0,0,51,49
8.0,0,43,57
9.0,0,37,63
10.0,0,32,68
11.0,0,29,71
12.0,0,24,76
13.0,0,21,79
14.0,0,20,80
15.0,0,18,82
16.0,0,16,84
17.0,0,14,86
18.0,0,13,87
19.0,0,11,89
20.0,0,10,90
21.0,0,9,91
22.0,0,9,91
23.0,0,9,91
24.0,0,9,91
25.0,0,8,92
26.0,0,6,94
27.0,0,5,95
28.0,0,5,95
29.0,0,4,96
30.0,0,4,96
31.0,0,4,96
32.0,0,4,96
33.0,0,3,97
34.0,0,3,97
35.0,0,2,98
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,1,99
40.0,0,0,100
41.0,0,0,100
